,Unnamed: 0,Movie,Release Date_x,Release Date_y,Budget,Revenue,Box Office,Genres,Rating,Runtime,Metascore,IMDb Rating,Awards,Production Company,noms,wins,nominations,oscar_wins
174,174,Brooklyn,2015-10-20,25 Nov 2015,11000000.0,62076141.0,30459009.0,Drama,PG-13,117.0,87.0,7.5,Nominated for 3 Oscars. Another 37 wins & 152 nominations.,Fox Searchlight Pictures,Nominated for 3 Oscars. Another 37 wins ,37.0,152.0,
175,175,The Hateful Eight,2015-12-25,30 Dec 2015,44000000.0,155760117.0,54116191.0,Crime,R,187.0,68.0,7.8,Won 1 Oscar. Another 39 wins & 113 nominations.,The Weinstein Company,Won 1 Oscar. Another 39 wins ,39.0,113.0,
176,176,Puskás Hungary,2009-03-12,12 Mar 2009,0.0,0.0,0.0,Documentary,,116.0,,8.7,4 wins.,,4 wins.,,,
177,177,Terrence Howard's Fright Club,2018-05-24,24 May 2018,0.0,0.0,0.0,Comedy,,60.0,,7.8,,,,0.0,,
178,178,I Am Heath Ledger,2017-04-23,19 Oct 2017,0.0,0.0,0.0,Documentary,NOT RATED,90.0,68.0,7.4,,Fathom Events,,0.0,,
179,179,I'm Still Here,2010-09-10,16 Sep 2010,0.0,0.0,408719.0,Music,R,108.0,48.0,6.2,1 win & 3 nominations.,Magnolia Pictures,1 win ,0.0,3.0,
180,180,Cold Souls,2009-08-07,05 May 2010,0.0,0.0,700980.0,Comedy,PG-13,101.0,69.0,6.5,4 wins & 9 nominations.,IDP/Samuel goldwyn Films,4 wins ,0.0,9.0,
181,181,Jake Gyllenhaal Challenges the Winner of the Nobel Peace Prize,2010-01-01,05 Mar 2010,0.0,0.0,0.0,Comedy,,7.0,,6.1,,,,0.0,,
182,182,Judi Dench: My Passion for Trees,2017-12-20,20 Dec 2017,0.0,0.0,0.0,Documentary,,0.0,,8.9,,,,0.0,,
183,183,Harry Potter and the Goblet of Fire,2005-11-16,18 Nov 2005,150000000.0,895921036.0,289994397.0,Adventure,PG-13,157.0,81.0,7.7,Nominated for 1 Oscar. Another 13 wins & 42 nominations.,Warner Bros. Pictures,Nominated for 1 Oscar. Another 13 wins ,13.0,42.0,
184,184,King Kong,2005-12-12,14 Dec 2005,207000000.0,550517357.0,218100000.0,Adventure,PG-13,187.0,81.0,7.2,Won 3 Oscars. Another 43 wins & 100 nominations.,Universal Pictures,Won 3 Oscars. Another 43 wins ,43.0,100.0,
185,185,Memoirs of a Geisha,2005-12-06,23 Dec 2005,85000000.0,162242962.0,57000000.0,Drama,PG-13,145.0,54.0,7.4,Won 3 Oscars. Another 27 wins & 44 nominations.,Sony Pictures,Won 3 Oscars. Another 27 wins ,27.0,44.0,
186,186,Batman Begins,2005-06-10,15 Jun 2005,150000000.0,374218673.0,204100000.0,Action,PG-13,140.0,70.0,8.3,Nominated for 1 Oscar. Another 14 wins & 72 nominations.,Warner Bros. Pictures,Nominated for 1 Oscar. Another 14 wins ,14.0,72.0,
187,187,The Thinning: New World Order,2018-10-17,17 Oct 2018,0.0,0.0,0.0,Action,,83.0,,3.8,,,,0.0,,
188,188,Charlie and the Chocolate Factory,2005-07-13,15 Jul 2005,150000000.0,474968763.0,206100000.0,Adventure,PG,115.0,72.0,6.7,Nominated for 1 Oscar. Another 14 wins & 50 nominations.,Warner Bros. Pictures,Nominated for 1 Oscar. Another 14 wins ,14.0,50.0,
189,189,Munich,2005-12-23,06 Jan 2006,70000000.0,130358911.0,47379090.0,Drama,R,164.0,74.0,7.6,Nominated for 5 Oscars. Another 13 wins & 65 nominations.,Universal Pictures,Nominated for 5 Oscars. Another 13 wins ,13.0,65.0,
190,190,Darwin's Nightmare,2004-09-01,21 Jan 2005,0.0,0.0,0.0,Documentary,,107.0,84.0,7.6,Nominated for 1 Oscar. Another 16 wins & 4 nominations.,Ad Vitam,Nominated for 1 Oscar. Another 16 wins ,16.0,4.0,
191,191,Enron: The Smartest Guys in the Room,2005-04-22,20 May 2005,0.0,0.0,3886956.0,Documentary,NOT RATED,110.0,,7.7,Nominated for 1 Oscar. Another 3 wins & 10 nominations.,Magnolia Pictures,Nominated for 1 Oscar. Another 3 wins ,3.0,10.0,
192,192,Murderball,2005-07-22,05 Aug 2005,300000.0,1750211.0,1328551.0,Documentary,R,88.0,87.0,7.8,Nominated for 1 Oscar. Another 17 wins & 12 nominations.,ThinkFilm,Nominated for 1 Oscar. Another 17 wins ,17.0,12.0,
193,193,Street Fight,2005-01-01,23 Apr 2005,0.0,0.0,0.0,Documentary,NOT RATED,83.0,85.0,8.1,Nominated for 1 Oscar. Another 6 wins & 4 nominations.,Marshall Curry Productions,Nominated for 1 Oscar. Another 6 wins ,6.0,4.0,
194,194,The Death of Kevin Carter: Casualty of the Bang Bang Club,2004-09-17,18 Sep 2004,11000.0,0.0,0.0,Documentary,,27.0,,7.4,Nominated for 1 Oscar. Another 7 wins & 2 nominations.,,Nominated for 1 Oscar. Another 7 wins ,7.0,2.0,
195,195,Joyeux Noël,2005-11-09,01 Jun 1994,22000000.0,17709155.0,0.0,Romance,,17.0,,,2 wins.,,2 wins.,,,
196,196,Paradise Now,2005-02-14,18 Nov 2005,0.0,3357075.0,1300000.0,Thriller,PG-13,90.0,71.0,7.5,Nominated for 1 Oscar. Another 13 wins & 15 nominations.,Warner Independent Pictures,Nominated for 1 Oscar. Another 13 wins ,13.0,15.0,
197,197,Tsotsi,2005-08-18,31 Mar 2006,3000000.0,9879971.0,2753840.0,Crime,R,94.0,70.0,7.3,Won 1 Oscar. Another 16 wins & 13 nominations.,Miramax,Won 1 Oscar. Another 16 wins ,16.0,13.0,
198,198,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005-12-07,09 Dec 2005,180000000.0,748806957.0,291685219.0,Adventure,PG,143.0,75.0,6.9,Won 1 Oscar. Another 14 wins & 46 nominations.,Buena Vista,Won 1 Oscar. Another 14 wins ,14.0,46.0,
199,199,Star Wars: Episode III - Revenge of the Sith,2005-05-17,19 May 2005,113000000.0,850000000.0,0.0,Science Fiction,PG-13,140.0,68.0,7.6,Nominated for 1 Oscar. Another 25 wins & 56 nominations.,20th Century Fox,Nominated for 1 Oscar. Another 25 wins ,25.0,56.0,
200,200,Badgered,2005-02-23,15 Oct 2005,0.0,0.0,0.0,Animation,,7.0,,6.6,Nominated for 1 Oscar. Another 2 wins & 2 nominations.,,Nominated for 1 Oscar. Another 2 wins ,2.0,2.0,
201,201,The Mysterious Geographic Explorations of Jasper Morello,2005-01-19,01 Jan 2006,0.0,0.0,0.0,Adventure,,26.0,,7.8,Nominated for 1 Oscar. Another 7 wins & 3 nominations.,,Nominated for 1 Oscar. Another 7 wins ,7.0,3.0,
202,202,9,2009-08-19,09 Sep 2009,30000000.0,48428063.0,31691649.0,Action,PG-13,79.0,60.0,7.1,9 nominations.,Focus Features,9 nominations.,,,
203,203,One Man Band,2005-06-21,06 Jun 2006,0.0,0.0,0.0,Animation,G,4.0,,7.8,,,,0.0,,
204,204,Cashback,2006-09-10,09 May 2008,0.0,2294291.0,0.0,Drama,R,102.0,54.0,7.2,3 wins.,Magnolia Pictures,3 wins.,,,
205,205,Our Time Is Up,2004-01-01,08 Oct 2004,0.0,0.0,0.0,Comedy,,14.0,,7.5,Nominated for 1 Oscar. Another 4 wins.,,Nominated for 1 Oscar. Another 4 wins.,4.0,,
206,206,Six Shooter,2004-01-01,01 Feb 2005,200000.0,0.0,0.0,Comedy,NOT RATED,27.0,,7.6,Won 1 Oscar. Another 5 wins & 2 nominations.,,Won 1 Oscar. Another 5 wins ,5.0,2.0,
207,207,War of the Worlds,2005-06-28,29 Jun 2005,132000000.0,591739379.0,234141872.0,Adventure,PG-13,116.0,73.0,6.5,Nominated for 3 Oscars. Another 14 wins & 44 nominations.,Paramount Pictures,Nominated for 3 Oscars. Another 14 wins ,14.0,44.0,
208,208,Match Point,2005-10-26,20 Jan 2006,15000000.0,85306374.0,23100000.0,Drama,R,124.0,72.0,7.6,Nominated for 1 Oscar. Another 11 wins & 30 nominations.,Dreamworks,Nominated for 1 Oscar. Another 11 wins ,11.0,30.0,
209,209,The Squid and the Whale,2005-10-05,16 Dec 2005,1500000.0,11098131.0,7073391.0,Comedy,R,81.0,82.0,7.4,Nominated for 1 Oscar. Another 23 wins & 47 nominations.,Samuel Goldwyn Films,Nominated for 1 Oscar. Another 23 wins ,23.0,47.0,
210,210,A Prairie Home Companion,2006-06-09,09 Jun 2006,10000000.0,0.0,0.0,Drama,PG-13,105.0,75.0,6.8,5 wins & 21 nominations.,Picturehouse,5 wins ,0.0,21.0,
211,211,When Harry Met Sally 2 with Billy Crystal and Helen Mirren,2011-04-06,06 Apr 2011,0.0,0.0,0.0,Comedy,,5.0,,7.4,,,,0.0,,
212,212,Cars,2006-06-08,09 Jun 2006,120000000.0,461983149.0,244052771.0,Animation,G,117.0,73.0,7.1,Nominated for 2 Oscars. Another 27 wins & 28 nominations.,Buena Vista,Nominated for 2 Oscars. Another 27 wins ,27.0,28.0,
213,213,Happy Feet,2006-11-16,17 Nov 2006,100000000.0,384335608.0,197800000.0,Animation,PG,108.0,77.0,6.5,Won 1 Oscar. Another 18 wins & 23 nominations.,Warner Bros. Pictures,Won 1 Oscar. Another 18 wins ,18.0,23.0,
214,214,Monster House,2006-07-21,21 Jul 2006,75000000.0,140175006.0,73661010.0,Animation,PG,91.0,68.0,6.6,Nominated for 1 Oscar. Another 4 wins & 22 nominations.,Sony Pictures Releasing,Nominated for 1 Oscar. Another 4 wins ,4.0,22.0,
215,215,The Good Shepherd,2006-12-11,22 Dec 2006,85000000.0,59908565.0,59839040.0,Drama,R,167.0,61.0,6.7,Nominated for 1 Oscar. Another 2 wins & 11 nominations.,Universal Pictures,Nominated for 1 Oscar. Another 2 wins ,2.0,11.0,
216,216,Pirates of the Caribbean: Dead Man's Chest,2006-06-20,07 Jul 2006,200000000.0,1065659812.0,423032628.0,Adventure,PG-13,151.0,53.0,7.3,Won 1 Oscar. Another 42 wins & 53 nominations.,Buena Vista,Won 1 Oscar. Another 42 wins ,42.0,53.0,
217,217,The Prestige,2006-10-19,20 Oct 2006,40000000.0,109676311.0,53100000.0,Drama,PG-13,130.0,66.0,8.5,Nominated for 2 Oscars. Another 5 wins & 37 nominations.,Buena Vista Pictures,Nominated for 2 Oscars. Another 5 wins ,5.0,37.0,
218,218,The Black Dahlia,2006-09-15,15 Sep 2006,50000000.0,49111202.0,22518325.0,Drama,R,121.0,49.0,5.6,Nominated for 1 Oscar. Another 4 wins & 12 nominations.,Universal Pictures,Nominated for 1 Oscar. Another 4 wins ,4.0,12.0,
219,219,Children of Men,2006-09-22,05 Jan 2007,76000000.0,69959751.0,35100000.0,Drama,R,109.0,84.0,7.9,Nominated for 3 Oscars. Another 48 wins & 76 nominations.,Universal Pictures,Nominated for 3 Oscars. Another 48 wins ,48.0,76.0,
220,220,The Illusionist,2006-08-18,01 Sep 2006,40000000.0,86915017.0,39680302.0,Fantasy,PG-13,110.0,68.0,7.6,Nominated for 1 Oscar. Another 10 wins & 10 nominations.,Yari Film Group,Nominated for 1 Oscar. Another 10 wins ,10.0,10.0,
221,221,Marie Antoinette,2006-05-24,20 Oct 2006,40000000.0,60474340.0,15962471.0,Drama,PG-13,123.0,65.0,6.4,Won 1 Oscar. Another 18 wins & 23 nominations.,Sony Pictures,Won 1 Oscar. Another 18 wins ,18.0,23.0,
222,222,Letters from Iwo Jima,2006-12-19,02 Feb 2007,19000000.0,68673228.0,13600000.0,Action,R,141.0,89.0,7.9,Won 1 Oscar. Another 23 wins & 37 nominations.,Warner Bros. Pictures,Won 1 Oscar. Another 23 wins ,23.0,37.0,
223,223,United 93,2006-04-28,28 Apr 2006,15000000.0,76286096.0,31500000.0,Drama,R,111.0,90.0,7.6,Nominated for 2 Oscars. Another 28 wins & 54 nominations.,Universal Pictures,Nominated for 2 Oscars. Another 28 wins ,28.0,54.0,
224,224,Deliver Us from Evil,2014-07-01,02 Jul 2014,30000000.0,0.0,18871466.0,Thriller,R,118.0,40.0,6.2,2 wins & 4 nominations.,Sony Pictures,2 wins ,0.0,4.0,
225,225,An Inconvenient Truth,2006-01-24,30 Jun 2006,1000000.0,46243000.0,23727472.0,Documentary,PG,96.0,75.0,7.5,Won 2 Oscars. Another 31 wins & 11 nominations.,Paramount Classics,Won 2 Oscars. Another 31 wins ,31.0,11.0,
226,226,Iraq in Fragments,2006-01-21,19 Jan 2007,0.0,202000.0,0.0,Documentary,,94.0,84.0,7.3,Nominated for 1 Oscar. Another 12 wins & 7 nominations.,Typecast,Nominated for 1 Oscar. Another 12 wins ,12.0,7.0,
227,227,Jesus Camp,2006-09-15,18 Apr 2007,0.0,1013596.0,900000.0,Documentary,PG-13,87.0,62.0,7.5,Nominated for 1 Oscar. Another 6 wins & 6 nominations.,Magnolia Pictures,Nominated for 1 Oscar. Another 6 wins ,6.0,6.0,
228,228,The Blood of Yingzhou District,2006-06-13,14 Jun 2006,0.0,0.0,0.0,Documentary,,38.0,,7.5,Won 1 Oscar. Another 8 wins & 3 nominations.,HBO Documentary Films,Won 1 Oscar. Another 8 wins ,8.0,3.0,
229,229,Recycled Life,2006-01-01,01 Jun 2006,150000.0,0.0,0.0,Documentary,,38.0,,8.1,,Leslie Iwerks Productions,,0.0,,
230,230,Two Hands,1999-07-29,29 Jul 1999,0.0,0.0,0.0,Comedy,R,103.0,,7.2,15 wins & 12 nominations.,Australian Film Finance Corporation,15 wins ,0.0,12.0,
231,231,The Shape of Water,2017-12-01,22 Dec 2017,19500000.0,194989655.0,57393976.0,Drama,R,123.0,87.0,7.4,Won 4 Oscars. Another 101 wins & 293 nominations.,Fox Searchlight Pictures,Won 4 Oscars. Another 101 wins ,101.0,293.0,
232,232,Apocalypto,2006-12-07,08 Dec 2006,40000000.0,120175290.0,50772724.0,Action,R,139.0,68.0,7.8,Nominated for 3 Oscars. Another 9 wins & 20 nominations.,Buena Vista,Nominated for 3 Oscars. Another 9 wins ,9.0,20.0,
233,233,Click,2006-06-22,23 Jun 2006,82500000.0,237681299.0,137340146.0,Comedy,PG-13,107.0,45.0,6.4,Nominated for 1 Oscar. Another 3 wins & 11 nominations.,Sony Pictures Releasing,Nominated for 1 Oscar. Another 3 wins ,3.0,11.0,
234,234,The Good German,2006-12-08,19 Jan 2007,32000000.0,5914908.0,891721.0,Drama,R,105.0,49.0,6.1,Nominated for 1 Oscar. Another 3 wins & 4 nominations.,Warner Bros. Pictures,Nominated for 1 Oscar. Another 3 wins ,3.0,4.0,
235,235,The Danish Poet,2006-02-15,01 Oct 2006,0.0,0.0,0.0,Animation,,15.0,,7.6,Won 1 Oscar. Another 8 wins & 2 nominations.,,Won 1 Oscar. Another 8 wins ,8.0,2.0,
236,236,Lifted,2006-12-28,29 Jun 2007,0.0,0.0,0.0,Family,G,5.0,,7.9,,,,0.0,,
237,237,The Little Matchgirl,2006-09-07,07 Sep 2006,0.0,0.0,0.0,Drama,G,7.0,,7.9,Nominated for 1 Oscar. Another 1 nomination.,,Nominated for 1 Oscar. Another 1 nomination.,0.0,,
238,238,Maestro,2014-07-23,,0.0,0.0,0.0,Drama,,5.0,,7.6,Nominated for 1 Oscar. Another 5 wins & 1 nomination.,,Nominated for 1 Oscar. Another 5 wins ,5.0,1.0,
239,239,No Time for Nuts,2006-10-23,14 Sep 2006,0.0,0.0,0.0,Adventure,G,7.0,,7.6,Nominated for 1 Oscar. Another 1 win.,Fox,Nominated for 1 Oscar. Another 1 win.,1.0,,
240,240,Sultan: The Saviour,2018-06-15,,0.0,0.0,0.0,Thriller,,0.0,,,,,,0.0,,
241,241,West Bank Story,2005-01-01,20 Jan 2005,0.0,0.0,0.0,Comedy,,21.0,,7.4,Won 1 Oscar. Another 7 wins & 1 nomination.,,Won 1 Oscar. Another 7 wins ,7.0,1.0,
242,242,Poseidon,2006-05-12,12 May 2006,160000000.0,181674817.0,60600000.0,Adventure,PG-13,98.0,50.0,5.6,Nominated for 1 Oscar. Another 6 nominations.,Warner Bros. Pictures,Nominated for 1 Oscar. Another 6 nominations.,0.0,,
243,243,Superman Returns,2006-06-28,28 Jun 2006,270000000.0,391081192.0,200100000.0,Adventure,PG-13,154.0,72.0,6.1,Nominated for 1 Oscar. Another 12 wins & 40 nominations.,Warner Bros. Pictures,Nominated for 1 Oscar. Another 12 wins ,12.0,40.0,
244,244,Tilda Swinton: The Love Factory,2002-10-10,10 Oct 2002,0.0,0.0,0.0,Documentary,,35.0,,4.1,,,,0.0,,
245,245,Persepolis,2007-05-23,22 Feb 2008,7300000.0,0.0,4400000.0,Animation,PG-13,96.0,90.0,8.1,Nominated for 1 Oscar. Another 28 wins & 54 nominations.,Sony Pictures Classics,Nominated for 1 Oscar. Another 28 wins ,28.0,54.0,
246,246,Ratatouille,2007-06-22,29 Jun 2007,150000000.0,623722818.0,112408657.0,Animation,G,111.0,96.0,8.0,Won 1 Oscar. Another 64 wins & 42 nominations.,Disney/Pixar,Won 1 Oscar. Another 64 wins ,64.0,42.0,
247,247,Surf's Up,2007-06-08,08 Jun 2007,85000000.0,149044513.0,58867694.0,Animation,PG,85.0,64.0,6.7,Nominated for 1 Oscar. Another 2 wins & 17 nominations.,Sony Pictures,Nominated for 1 Oscar. Another 2 wins ,2.0,17.0,
248,248,The Golden Compass,2007-12-04,07 Dec 2007,180000000.0,372234864.0,70100000.0,Adventure,PG-13,113.0,51.0,6.1,Won 1 Oscar. Another 6 wins & 32 nominations.,New Line Cinema,Won 1 Oscar. Another 6 wins ,6.0,32.0,
249,249,Across the Universe,2007-09-14,12 Oct 2007,0.0,0.0,24343673.0,Adventure,PG-13,133.0,56.0,7.4,Nominated for 1 Oscar. Another 2 wins & 16 nominations.,Sony,Nominated for 1 Oscar. Another 2 wins ,2.0,16.0,
250,250,No End in Sight,2007-07-27,22 Jan 2007,2000000.0,1431623.0,1250100.0,Documentary,NOT RATED,102.0,89.0,8.3,Nominated for 1 Oscar. Another 12 wins & 18 nominations.,Magnolia Pictures,Nominated for 1 Oscar. Another 12 wins ,12.0,18.0,
251,251,Operation Homecoming: Writing the Wartime Experience,2007-02-09,09 Feb 2007,0.0,0.0,0.0,Documentary,,81.0,,7.2,Nominated for 1 Oscar. Another 3 wins & 5 nominations.,SnagFilms,Nominated for 1 Oscar. Another 3 wins ,3.0,5.0,
252,252,Sicko,2007-05-18,03 Jul 2007,9000000.0,24538513.0,24333911.0,Documentary,PG-13,123.0,74.0,8.0,Nominated for 1 Oscar. Another 14 wins & 14 nominations.,The Weinstein Company,Nominated for 1 Oscar. Another 14 wins ,14.0,14.0,
253,253,Taxi to the Dark Side,2007-04-30,23 Jan 2009,1000000.0,274661.0,0.0,Documentary,R,106.0,82.0,7.5,Won 1 Oscar. Another 10 wins & 4 nominations.,ThinkFilm,Won 1 Oscar. Another 10 wins ,10.0,4.0,
254,254,War Dance,2007-11-09,01 Nov 2008,0.0,0.0,0.0,Documentary,PG-13,105.0,68.0,7.9,Nominated for 1 Oscar. Another 10 wins & 3 nominations.,ThinkFilm,Nominated for 1 Oscar. Another 10 wins ,10.0,3.0,
255,255,Freeheld,2015-10-02,05 Nov 2015,7000000.0,573335.0,0.0,Romance,PG-13,103.0,50.0,6.5,1 win & 10 nominations.,Summit Entertainment,1 win ,0.0,10.0,
256,256,The Bourne Ultimatum,2007-08-03,03 Aug 2007,70000000.0,442824138.0,227400000.0,Action,PG-13,115.0,85.0,8.0,Won 3 Oscars. Another 26 wins & 39 nominations.,Universal Pictures,Won 3 Oscars. Another 26 wins ,26.0,39.0,
257,257,The Counterfeiters,1948-05-28,18 Apr 2008,0.0,0.0,0.0,Action,R,98.0,78.0,7.6,Won 1 Oscar. Another 6 wins & 10 nominations.,Sony Pictures Classics,Won 1 Oscar. Another 6 wins ,6.0,10.0,
258,258,12,2007-06-06,20 Sep 2007,4000000.0,7537453.0,0.0,Crime,PG-13,159.0,72.0,7.7,Nominated for 1 Oscar. Another 9 wins & 7 nominations.,Sony Pictures Classics,Nominated for 1 Oscar. Another 9 wins ,9.0,7.0,
259,259,Norbit,2007-02-08,09 Feb 2007,10000000.0,0.0,95323496.0,Comedy,PG-13,102.0,27.0,4.0,Nominated for 1 Oscar. Another 8 wins & 8 nominations.,Dreamworks Distribution LLC,Nominated for 1 Oscar. Another 8 wins ,8.0,8.0,
260,260,Pirates of the Caribbean: At World's End,2007-05-19,25 May 2007,300000000.0,961000000.0,309404152.0,Adventure,PG-13,169.0,50.0,7.1,Nominated for 2 Oscars. Another 20 wins & 44 nominations.,Buena Vista,Nominated for 2 Oscars. Another 20 wins ,20.0,44.0,
261,261,The Kite Runner,2007-10-14,11 Jan 2008,20000000.0,73276047.0,15690103.0,Drama,PG-13,128.0,61.0,7.6,Nominated for 1 Oscar. Another 6 wins & 22 nominations.,Paramount Vantage,Nominated for 1 Oscar. Another 6 wins ,6.0,22.0,
262,262,3:10 to Yuma,2007-09-06,07 Sep 2007,55000000.0,70016220.0,53574088.0,Western,R,122.0,76.0,7.7,Nominated for 2 Oscars. Another 3 wins & 30 nominations.,Lionsgate Films,Nominated for 2 Oscars. Another 3 wins ,3.0,30.0,
263,263,I Met the Walrus,2007-06-13,15 Feb 2008,0.0,0.0,0.0,Documentary,,5.0,,7.0,Nominated for 1 Oscar. Another 3 wins & 1 nomination.,,Nominated for 1 Oscar. Another 3 wins ,3.0,1.0,
264,264,Madame Tutli-Putli,2007-05-19,15 Feb 2008,0.0,0.0,0.0,Animation,,17.0,,7.3,Nominated for 1 Oscar. Another 12 wins & 5 nominations.,,Nominated for 1 Oscar. Another 12 wins ,12.0,5.0,
265,265,Peter Pan,1953-02-05,05 Feb 1953,4000000.0,87404651.0,0.0,Animation,G,77.0,76.0,7.3,2 nominations.,Walt Disney,2 nominations.,,,
266,266,Night at the Museum,2006-10-20,22 Dec 2006,110000000.0,574480841.0,249300000.0,Action,PG,108.0,48.0,6.4,2 wins & 8 nominations.,20th Century Fox,2 wins ,0.0,8.0,
267,267,Transformers,2007-06-27,03 Jul 2007,150000000.0,709709780.0,319014499.0,Adventure,PG-13,144.0,61.0,7.1,Nominated for 3 Oscars. Another 20 wins & 41 nominations.,Dreamworks,Nominated for 3 Oscars. Another 20 wins ,20.0,41.0,
268,268,Lars and the Real Girl,2007-10-12,02 Nov 2007,12000000.0,11293663.0,5802820.0,Comedy,PG-13,106.0,70.0,7.3,Nominated for 1 Oscar. Another 7 wins & 32 nominations.,MGM/Sidney Kimmel Entertainment,Nominated for 1 Oscar. Another 7 wins ,7.0,32.0,
269,269,Michael Shannon Michael Shannon John,2015-09-26,03 Mar 2016,0.0,0.0,0.0,Documentary,,80.0,,6.4,,,,0.0,,
270,270,One Day,2011-03-02,19 Aug 2011,15000000.0,59389433.0,13766014.0,Drama,PG-13,107.0,48.0,7.0,1 win & 2 nominations.,Focus Features,1 win ,0.0,2.0,
271,271,Bolt,2008-01-29,21 Nov 2008,150000000.0,309979994.0,114053579.0,Animation,PG,96.0,67.0,6.9,Nominated for 1 Oscar. Another 1 win & 30 nominations.,Walt Disney Pictures,Nominated for 1 Oscar. Another 1 win ,1.0,30.0,
272,272,Kung Fu Panda,2008-06-04,06 Jun 2008,130000000.0,631744560.0,215395021.0,Adventure,PG,92.0,73.0,7.6,Nominated for 1 Oscar. Another 14 wins & 37 nominations.,Paramount Pictures,Nominated for 1 Oscar. Another 14 wins ,14.0,37.0,
273,273,Wall Street,1987-12-10,11 Dec 1987,15000000.0,43848069.0,0.0,Crime,R,126.0,56.0,7.4,Won 1 Oscar. Another 9 wins & 4 nominations.,20th Century Fox,Won 1 Oscar. Another 9 wins ,9.0,4.0,
274,274,The Duchess,2008-09-05,10 Oct 2008,17759769.0,43306325.0,13800000.0,Drama,PG-13,110.0,62.0,6.9,Won 1 Oscar. Another 7 wins & 21 nominations.,Paramount Vantage,Won 1 Oscar. Another 7 wins ,7.0,21.0,
275,275,Slumdog Millionaire,2008-05-12,25 Dec 2008,15000000.0,377910544.0,141243551.0,Drama,R,120.0,86.0,8.0,Won 8 Oscars. Another 144 wins & 126 nominations.,Fox Searchlight Pictures,Won 8 Oscars. Another 144 wins ,144.0,126.0,
276,276,Australia,2008-11-18,26 Nov 2008,130000000.0,49554002.0,49420849.0,Adventure,PG-13,165.0,53.0,6.6,Nominated for 1 Oscar. Another 11 wins & 35 nominations.,20th Century Fox,Nominated for 1 Oscar. Another 11 wins ,11.0,35.0,
277,277,Encounters at the End of the World,2007-09-01,18 Jul 2008,0.0,0.0,723966.0,Documentary,G,99.0,80.0,7.8,Nominated for 1 Oscar. Another 2 wins & 14 nominations.,ThinkFilm,Nominated for 1 Oscar. Another 2 wins ,2.0,14.0,
278,278,The Secret Garden,1993-08-13,13 Aug 1993,0.0,0.0,0.0,Drama,G,101.0,,7.3,Nominated for 1 BAFTA Film Award. Another 3 wins & 5 nominations.,WARNER BROTHERS PICTURES,Nominated for 1 BAFTA Film Award. Another 3 wins ,3.0,5.0,
279,279,Man on Wire,2008-07-25,29 Aug 2008,0.0,2957978.0,2600296.0,Thriller,PG-13,94.0,89.0,7.8,Won 1 Oscar. Another 45 wins & 11 nominations.,Magnolia Pictures,Won 1 Oscar. Another 45 wins ,45.0,11.0,
280,280,Trouble the Water,2008-01-20,05 Dec 2008,0.0,0.0,146384.0,Documentary,UNRATED,93.0,83.0,7.4,Nominated for 1 Oscar. Another 7 wins & 13 nominations.,Zeitgeist Films,Nominated for 1 Oscar. Another 7 wins ,7.0,13.0,
281,281,The Conscience of Nhem En,2008-08-22,22 Aug 2008,0.0,0.0,0.0,Documentary,,34.0,,7.9,,,,0.0,,
282,282,Smile Pinki,2008-12-31,17 Jun 2008,0.0,0.0,0.0,Documentary,,39.0,,8.1,Won 1 Oscar. Another 4 nominations.,Principe,Won 1 Oscar. Another 4 nominations.,0.0,,
283,283,Front of the Class,2008-01-01,07 Dec 2008,0.0,0.0,0.0,Drama,PG,95.0,,8.2,,,,0.0,,
284,284,Departures,2018-12-31,19 Jun 2009,0.0,0.0,1500000.0,Drama,PG-13,130.0,68.0,8.1,Won 1 Oscar. Another 33 wins & 8 nominations.,Regent Releasing,Won 1 Oscar. Another 33 wins ,33.0,8.0,
285,285,Revanche,2008-05-16,16 May 2008,0.0,0.0,0.0,Crime,NOT RATED,121.0,84.0,7.6,Nominated for 1 Oscar. Another 13 wins & 7 nominations.,Janus Films,Nominated for 1 Oscar. Another 13 wins ,13.0,7.0,
286,286,Hellboy II: The Golden Army,2008-07-11,11 Jul 2008,85000000.0,160388063.0,75754670.0,Adventure,PG-13,120.0,78.0,7.0,Nominated for 1 Oscar. Another 5 wins & 28 nominations.,Universal Pictures,Nominated for 1 Oscar. Another 5 wins ,5.0,28.0,
287,287,Defiance,2008-12-31,16 Jan 2009,32000000.0,51155219.0,28622873.0,Action,R,137.0,58.0,7.2,Nominated for 1 Oscar. Another 2 wins & 4 nominations.,Paramount Vantage,Nominated for 1 Oscar. Another 2 wins ,2.0,4.0,
288,288,Oktapodi,2007-01-01,07 Oct 2015,0.0,0.0,0.0,Animation,,3.0,,7.3,Nominated for 1 Oscar. Another 5 wins & 1 nomination.,,Nominated for 1 Oscar. Another 5 wins ,5.0,1.0,
289,289,Presto,2008-06-18,27 Jun 2008,0.0,0.0,0.0,Animation,G,5.0,,8.4,Nominated for 1 Oscar. Another 1 nomination.,Pixar Animation Studios,Nominated for 1 Oscar. Another 1 nomination.,0.0,,
290,290,This Way Up,2008-04-24,,0.0,0.0,0.0,Comedy,TV-G,9.0,,7.0,Nominated for 1 Oscar. Another 5 wins & 2 nominations.,,Nominated for 1 Oscar. Another 5 wins ,5.0,2.0,
